"DOTA_Tooltip_ability_special_bonus_unique_mars_spear_stun_duration"                      "+%value%s Spear of Mars Stun"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_14"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_15"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_20"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_25"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_30"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_40"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_50"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_cooldown_reduction_65"                                "%value%%% Cooldown Reduction"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_15"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_20"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_25"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_30"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_35"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_40"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_45"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_50"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_respawn_reduction_60"                                 "-%value%s Respawn Time"
"DOTA_Tooltip_ability_special_bonus_gold_income_30"                                       "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_60"                                       "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_90"                                       "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_120"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_150"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_180"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_210"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_240"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_300"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_gold_income_420"                                      "+%value% Gold/Min"
"DOTA_Tooltip_ability_special_bonus_evasion_8"                                            "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_10"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_12"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_15"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_16"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_20"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_25"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_30"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_40"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_50"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_evasion_75"                                           "%value%%% Evasion"
"DOTA_Tooltip_ability_special_bonus_exp_boost_5"                                          "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_10"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_15"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_20"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_25"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_30"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_35"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_40"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_50"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_exp_boost_60"                                         "+%value%%% XP Gain"
"DOTA_Tooltip_ability_special_bonus_20_bash_2"                                            "+%value2%%% %value%s Bash"
"DOTA_Tooltip_ability_special_bonus_24_crit_2"                                            "+%crit_chance%%% Critical Strike (%crit_multiplier%%%)"
"DOTA_Tooltip_ability_special_bonus_30_crit_2"                                            "+%crit_chance%%% Critical Strike (%crit_multiplier%%%)"
"DOTA_Tooltip_ability_special_bonus_20_crit_15"                                           "+%crit_chance%%% Critical Strike (%crit_multiplier%%%)"
"DOTA_Tooltip_ability_special_bonus_50_crit_40"                                           "+%crit_chance%%% Critical Strike (%crit_multiplier%%%)"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_6"                                    "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_8"                                    "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_10"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_12"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_13"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_15"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_20"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_25"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_30"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_60"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_spell_lifesteal_70"                                   "%value%%% Spell Lifesteal"
"DOTA_Tooltip_ability_special_bonus_day_vision_400"                                       "+%value% Day Vision"
"DOTA_Tooltip_ability_special_bonus_night_vision_400"                                     "+%value% Night Vision"
"DOTA_Tooltip_ability_special_bonus_night_vision_500"                                     "+%value% Night Vision"
"DOTA_Tooltip_ability_special_bonus_night_vision_600"                                     "+%value% Night Vision"
"DOTA_Tooltip_ability_special_bonus_night_vision_800"                                     "+%value% Night Vision"
"DOTA_Tooltip_ability_special_bonus_night_vision_1000"                                    "+%value% Night Vision"
"DOTA_Tooltip_ability_special_bonus_vision_200"                                           "+%value% Vision"
"DOTA_Tooltip_ability_special_bonus_haste"                                                "Haste Movement"
"DOTA_Tooltip_ability_special_bonus_truestrike"                                           "True Strike"
"DOTA_Tooltip_ability_special_bonus_spell_immunity"                                       "Permanent Spell Immunity"
"DOTA_Tooltip_ability_special_bonus_spell_block_15"                                       "%block_cooldown%s Spell Block"
"DOTA_Tooltip_ability_special_bonus_spell_block_18"                                       "%block_cooldown%s Spell Block"
"DOTA_Tooltip_ability_special_bonus_spell_block_20"                                       "%block_cooldown%s Spell Block"
"DOTA_Tooltip_ability_special_bonus_mana_break_15"                                        "+%value% Mana Break"
"DOTA_Tooltip_ability_special_bonus_mana_break_20"                                        "+%value% Mana Break"
"DOTA_Tooltip_ability_special_bonus_mana_break_25"                                        "+%value% Mana Break"
"DOTA_Tooltip_ability_special_bonus_mana_break_35"                                        "+%value% Mana Break"
"DOTA_Tooltip_ability_special_bonus_mana_break_40"                                        "+%value% Mana Break"
"DOTA_Tooltip_ability_special_bonus_reincarnation_200"                                    "Gains Reincarnation %value% CD"
"DOTA_Tooltip_ability_special_bonus_reincarnation_250"                                    "Gains Reincarnation %value% CD"
"DOTA_Tooltip_ability_special_bonus_reincarnation_300"                                    "Gains Reincarnation %value% CD"
"DOTA_Tooltip_ability_special_bonus_unique_clockwerk"                                     "%value%s Battery Assault Interval"
"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_2"                                   "+%value% Rocket Flare Damage"
"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_3"                                   "+%value% Battery Assault Damage"
"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_4"                                   "Rocket Flare True Sight"
"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_5"                                   "+%value% Power Cogs Hit To Kill"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_1"                                  "+%value% Purification Damage/Heal"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_2"                                  "-%value%%% Degen Aura"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_3"                                  "-%value%s Heavenly Grace Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_4"                                  "+%value% Purification AoE"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_5"                                  "+%value% Heavenly Grace HP Regen"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_6"                                  "-%value%s Purification Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_omniknight_7"                                  "-%value%s Guardian Angel Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_centaur_1"                                     "Gains Retaliate Aura"
"DOTA_Tooltip_ability_special_bonus_unique_centaur_1_Description"                         "Allied heroes within 1200 range of Centaur gain the Return Damage aspect of Retaliate."
"DOTA_Tooltip_ability_special_bonus_unique_centaur_2"                                     "+%value%s Hoof Stomp Duration"
"DOTA_Tooltip_ability_special_bonus_unique_centaur_3"                                     "+%value% Retaliate Damage"
"DOTA_Tooltip_ability_special_bonus_unique_centaur_4"                                     "+%value%%% Double Edge Strength Damage"
"DOTA_Tooltip_ability_special_bonus_unique_centaur_5"                                     "-%value%s Stampede Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_1"                                "+%value% Death Ward Attack Range"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_2"                                "+%value%%% Max Health Voodoo Restoration"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_3"                                "+%value% Cask Bounces"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_4"                                "+%value2% Maledict Tick"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_5"                                "+%value% Death Ward Damage"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_6"                                "+%value% Maledict AoE"
"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_7"                                "+%value%%% Maledict Burst Damage"
"DOTA_Tooltip_ability_special_bonus_unique_necrophos"                                     "-%value%s Death Pulse Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_necrophos_2"                                   "+%value%  Heartstopper Aura"
"DOTA_Tooltip_ability_special_bonus_unique_necrophos_3"                                   "+%value%%% Ghost Shroud Slow"
"DOTA_Tooltip_ability_special_bonus_unique_necrophos_4"                                   "+%value% Death Pulse Heal"
"DOTA_Tooltip_ability_special_bonus_unique_necrophos_5"                                   "+%value%%% Heartstopper Regen Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain"                                 "%value% AoE Shadow Strike"
"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_2"                               "Scream of Pain %value%s Fear"
"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_2_Description"                   "Enemies damaged by Scream of Pain are forced to run towards their fountain for %value% seconds."
"DOTA_Tooltip_ability_special_bonus_unique_antimage"                                      "-%value%s Blink Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_antimage_2"                                    "-%value%s Mana Void Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_antimage_3"                                    "+%value% Blink Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_antimage_4"                                    "+%value%%% Counterspell Magic Resistance"
"DOTA_Tooltip_ability_special_bonus_unique_antimage_5"                                    "Blink Uncontrollable Illusion"
"DOTA_Tooltip_ability_special_bonus_unique_antimage_5_Description"                        "After blinking, an uncontrollable illusion is created at Anti-Mage's original location.  Deals %outgoing_damage%%% less damage, takes %incoming_damage%%% damage, and lasts %illusion_duration% seconds."
"DOTA_Tooltip_ability_special_bonus_unique_mirana_1"                                      "+%value% Leap Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_mirana_2"                                      "+%value% Multishot Sacred Arrows"
"DOTA_Tooltip_ability_special_bonus_unique_mirana_2_Description"                          "The extra arrows are launched in a cone shape, 30 degrees to the left and right of the original arrow, and cannot hit the same target."
"DOTA_Tooltip_ability_special_bonus_unique_mirana_3"                                      "-%value%s Sacred Arrow cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_mirana_4"                                      "-%value% Moonlight Shadow Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter"                                 "+%value% Jinada Gold Steal"
"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_2"                               "+%value% Shuriken Toss Damage"
"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_3"                               "+%value% Track Gold"
"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_4"                               "+%value% Jinada Damage"
"DOTA_Tooltip_ability_special_bonus_unique_underlord"                                     "+%value%s Pit of Malice Root"
"DOTA_Tooltip_ability_special_bonus_unique_underlord_2"                                   "+%value% Firestorm Wave Damage"
"DOTA_Tooltip_ability_special_bonus_unique_underlord_3"                                   "+%value% Atrophy Permanent Bonus Damage "
"DOTA_Tooltip_ability_special_bonus_unique_underlord_4"                                   "%value%%% Firestorm Building Damage"
"DOTA_Tooltip_ability_special_bonus_unique_underlord_5"                                   "-%value%s Firestorm Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_underlord_6"                                   "+%value% Pit of Malice AoE"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_1"                                       "+%value% Flesh Heap Stack Str"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_2"                                       "+%value% Rot Damage"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_3"                                       "%value%x Dismember Damage/Heal"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_4"                                       "%value%%% Rot Slow"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_5"                                       "-%value% Meat Hook Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_6"                                       "+%value%s Dismember Duration"
"DOTA_Tooltip_ability_special_bonus_unique_pudge_7"                                       "+%value% Meat Hook Damage"
"DOTA_Tooltip_ability_special_bonus_unique_treant"                                        "+%value% Living Armor Block Instances"
"DOTA_Tooltip_ability_special_bonus_unique_treant_2"                                      "+%value% Leech Seed Damage/Heal"
"DOTA_Tooltip_ability_special_bonus_unique_treant_3"                                      "%value%s Tree Respawn Time"
"DOTA_Tooltip_ability_special_bonus_unique_treant_3_Description"                          "Any tree that is destroyed on the map will respawn %value% seconds later."
"DOTA_Tooltip_ability_special_bonus_unique_treant_4"                                      "Nature's Guise Invisibility"
"DOTA_Tooltip_ability_special_bonus_unique_treant_5"                                      "+%value% Eyes and Overgrowth AoE"
"DOTA_Tooltip_ability_special_bonus_unique_treant_6"                                      "Global Living Armor"
"DOTA_Tooltip_ability_special_bonus_unique_treant_7"                                      "%value% AoE Living Armor"
"DOTA_Tooltip_ability_special_bonus_unique_treant_8"                                      "+%value% Living Armor Heal"
"DOTA_Tooltip_ability_special_bonus_unique_treant_9"                                      "+%value% Nature's Grasp Damage"
"DOTA_Tooltip_ability_special_bonus_unique_treant_10"                                     "Gains Tree Walking"
"DOTA_Tooltip_ability_special_bonus_unique_treant_11"                                     "%value% DPS Overgrowth"
"DOTA_Tooltip_ability_special_bonus_unique_razor"                                         "+%value% Static Link Damage Steal"
"DOTA_Tooltip_ability_special_bonus_unique_razor_2"                                       "%value% Eye of the Storm Strike Interval"
"DOTA_Tooltip_ability_special_bonus_unique_razor_3"                                       "+%value%%% Unstable Current Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_razor_4"                                       "+%value% Eye of the Storm Passive Damage"
"DOTA_Tooltip_ability_special_bonus_unique_razor_5"                                       "+%value%%% Storm Surge and Unlocks Max Speed"
"DOTA_Tooltip_ability_special_bonus_unique_razor_6"                                       "+%value% Eye of the Storm Target"
"DOTA_Tooltip_ability_special_bonus_unique_visage_1"                                      "+%value% Familiar Attack Per Charge"
"DOTA_Tooltip_ability_special_bonus_unique_visage_2"                                      "+%value% Familiars Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_visage_3"                                      "Soul Assumption Hits %value% Targets"
"DOTA_Tooltip_ability_special_bonus_unique_visage_3_Description"                          "A second Soul Assumption is launched towards a random enemy unit within the cast range, prioritizing Heroes."
"DOTA_Tooltip_ability_special_bonus_unique_visage_4"                                      "+%value% Soul Assumption Damage Per Charge"
"DOTA_Tooltip_ability_special_bonus_unique_visage_5"                                      "+%value% Gravekeeper's Cloak Stacks"
"DOTA_Tooltip_ability_special_bonus_unique_visage_6"                                      "+%value% Familiar"
"DOTA_Tooltip_ability_special_bonus_unique_earthshaker"                                   "-%value%s Enchant Totem Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_2"                                 "+%value% Echo Damage"
"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_3"                                 "+%value% Fissure Range"
"DOTA_Tooltip_ability_special_bonus_unique_lich_1"                                        "Frost Shield Provides +%value% HP Regen"
"DOTA_Tooltip_ability_special_bonus_unique_lich_2"                                        "Attacks Apply %value%%% MS and AS Slow"
"DOTA_Tooltip_ability_special_bonus_unique_lich_3"                                        "-%value%s Frost Blast Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lich_4"                                        "+%value%s Frost Shield Duration"
"DOTA_Tooltip_ability_special_bonus_unique_lich_5"                                        "Chain Frost Unlimited Bounces"
"DOTA_Tooltip_ability_special_bonus_unique_lich_6"                                        "+%value% Frost Blast AoE Damage"
"DOTA_Tooltip_ability_special_bonus_unique_lich_7"                                        "+%value% Chain Frost Damage"
"DOTA_Tooltip_ability_special_bonus_unique_rubick"                                        "+%value% Telekinesis Land Distance"
"DOTA_Tooltip_ability_special_bonus_unique_rubick_2"                                      "-%value%%% Fade Bolt Damage Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_rubick_3"                                      "-%value%s Fade Bolt Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_rubick_4"                                      "-%value%s Telekinesis Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_rubick_5"                                      "+%value%%% Spell Amp For Stolen Spells"
"DOTA_Tooltip_ability_special_bonus_unique_rubick_6"                                      "Fade Bolt Steals Hero Damage"
"DOTA_Tooltip_ability_special_bonus_unique_sven"                                          "-%value%s Storm Hammer Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_sven_2"                                        "+%value%%% God's Strength Damage"
"DOTA_Tooltip_ability_special_bonus_unique_sven_3"                                        "Storm Hammer Dispels Enemies"
"DOTA_Tooltip_ability_special_bonus_unique_sven_3_Description"                            "Applies a basic dispel on all enemies hit."
"DOTA_Tooltip_ability_special_bonus_unique_sven_4"                                        "+%value%s Storm Hammer Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer"                                     "+%value% Ion Shell Damage"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_2"                                   "+%value% Vacuum AoE"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_3"                                   "%value% AoE Surge"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_4"                                   "Parallel Wall"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_4_Description"                       "A second Wall of Replica is created %value% units behind the first wall.  Illusions are independent for each Wall."
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_5"                                   "+%value% Ion Shell Radius"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_6"                                   "Ion Shell Provides %value% Max Health"
"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_7"                                   "+%value%%% Wall of Replica Illusion Damage"
"DOTA_Tooltip_ability_special_bonus_unique_dazzle_1"                                      "%value%%% Poison Touch Slow"
"DOTA_Tooltip_ability_special_bonus_unique_dazzle_2"                                      "+%value% Shadow Wave Heal / Damage"
"DOTA_Tooltip_ability_special_bonus_unique_dazzle_3"                                      "+%value% Poison Touch DPS"
"DOTA_Tooltip_ability_special_bonus_unique_dazzle_4"                                      "+%value% Bad Juju Armor Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_1"                               "+%value% Serpent Wards Max HP"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_2"                               "+%value%s Shackles Duration"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_3"                               "+%value% Ether Shock Damage"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_4"                               "+%value% Wards Attack Damage"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_5"                               "-%value%s Hex Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_6"                               "+%value% Shackles Total Damage"
"DOTA_Tooltip_ability_special_bonus_unique_warlock_1"                                     "80% Magic Resistance for Chaotic Offering Golems"
"DOTA_Tooltip_ability_special_bonus_unique_warlock_2"                                     "+%value% Chaotic Offering Golems Armor"
"DOTA_Tooltip_ability_special_bonus_unique_warlock_3"                                     "-%value%s Shadow Word Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_warlock_4"                                     "Summons a Golem on death"
"DOTA_Tooltip_ability_special_bonus_unique_warlock_5"                                     "+%value%%% Fatal Bonds Damage"
"DOTA_Tooltip_ability_special_bonus_unique_warlock_6"                                     "%value% Shadow Word AoE"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_1"                             "+%value% Magic Missile Damage"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_2"                             "+%value% Vengeance Aura Attributes"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_3"                             "Magic Missile Pierces Spell Immunity"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_4"                             "%value% Wave of Terror Armor"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_5"                             "-%value%s Magic Missile Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_6"                             "-%value%s Wave of Terror Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_7"                             "Vengeance Aura Illusion Casts Spells"
"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_8"                             "+%value% Vengeance Aura Attack Range"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer"                                    "%value%x Plague Ward HP/Damage"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_2"                                  "%value%%% Poison Sting Slow"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_3"                                  "-%value% Venomous Gale CD"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_4"                                  "+%value%s Poison Nova Duration"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_5"                                  "Gale Hero Impact Summons %value% Wards"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_5_Description"                      "The wards are based on the current level of Plague Ward and spawned within 100 range of the impacted Hero, on opposite sides."
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_6"                                  "+%value% Poison Nova AoE"
"DOTA_Tooltip_ability_special_bonus_unique_venomancer_7"                                  "+%value%s Plague Ward Duration"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_1"                                   "+%value% Waveform Range"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_2"                                   "-%value% Morph Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_3"                                   "+%value% Multishot Adaptive Strike"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_3_Description"                       "Additional enemy units within cast range are also targeted by Adaptive Strike."
"DOTA_Tooltip_ability_special_bonus_unique_morphling_4"                                   "Waveform Attacks Targets"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_4_Description"                       "Enemies hit by Waveform are also instantly attacked by Morphling."
"DOTA_Tooltip_ability_special_bonus_unique_morphling_5"                                   "Morph Targets Allies"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_6"                                   "%value% Waveform Charges"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_7"                                   "-%value%s Adaptive Strike Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_morphling_8"                                   "+%value%s Morph Duration"
"DOTA_Tooltip_ability_special_bonus_unique_leshrac_1"                                     "+%value% Diabolic Edict Explosions"
"DOTA_Tooltip_ability_special_bonus_unique_leshrac_2"                                     "+%value%s Lightning Storm Slow Duration"
"DOTA_Tooltip_ability_special_bonus_unique_leshrac_3"                                     "+%value% Pulse Nova Damage"
"DOTA_Tooltip_ability_special_bonus_unique_leshrac_4"                                     "Diabolic Edict Gains Ethereal"
"DOTA_Tooltip_ability_special_bonus_unique_leshrac_5"                                     "+%value% Split Earth Radius"
"DOTA_Tooltip_ability_special_bonus_unique_leshrac_6"                                     "+%value% Lightning Storm Damage"
"DOTA_Tooltip_ability_special_bonus_unique_jakiro"                                        "+%value%s Ice Path Duration"
"DOTA_Tooltip_ability_special_bonus_unique_jakiro_2"                                      "+%value% Dual Breath Burn Damage"
"DOTA_Tooltip_ability_special_bonus_unique_jakiro_3"                                      "Macropyre Pure and Pierces Immunity"
"DOTA_Tooltip_ability_special_bonus_unique_jakiro_4"                                      "%value% Liquid Fire Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_jakiro_5"                                      "+%value% Dual Breath Range"
"DOTA_Tooltip_ability_special_bonus_unique_jakiro_6"                                      "-%value%s Ice Path Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_enigma"                                        "+%value% Demonic Conversion Eidolons"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_2"                                      "+%value2% Malefice Instances"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_3"                                      "+%value% Eidolon Damage"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_4"                                      "+%value% Eidolon Attack Range"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_5"                                      "+%value% Malefice Instance Damage"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_6"                                      "+%value%s Malefice Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_7"                                      "+%value% Eidolon Health"
"DOTA_Tooltip_ability_special_bonus_unique_enigma_8"                                      "+%value%s Midnight Pulse Duration"
"DOTA_Tooltip_ability_special_bonus_unique_bane_1"                                        "+%value% Enfeeble Attack Speed Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_bane_2"                                        "+%value% Brain Sap Damage/Heal"
"DOTA_Tooltip_ability_special_bonus_unique_bane_3"                                        "+%value%s Fiend's Grip Duration"
"DOTA_Tooltip_ability_special_bonus_unique_bane_4"                                        "Enfeeble Steals Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_bane_4_Description"                            "Bane gains attack speed equal to the attack speed stolen for the duration of Enfeeble."
"DOTA_Tooltip_ability_special_bonus_unique_bane_5"                                        "-%value%s Nightmare Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_nevermore_1"                                   "+%value% Damage Per Soul"
"DOTA_Tooltip_ability_special_bonus_unique_nevermore_2"                                   "+%value% Shadowraze Damage"
"DOTA_Tooltip_ability_special_bonus_unique_nevermore_3"                                   "Presence Aura Affects Building"
"DOTA_Tooltip_ability_special_bonus_unique_nevermore_4"                                   "+%value% Max Souls"
"DOTA_Tooltip_ability_special_bonus_unique_nevermore_5"                                   "%value% Presence Aura Armor"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin"                              "+%value% Refraction Instances"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_2"                            "%value% Meld Armor Reduction"
